Date,MSC,Call Attempts,Call success,Call Answer,traffic,success rate,answer rate,mht
2015-01-10 17:00:00,MSC_1,3903,3872,2945,5250.5921359381,99.1998245473442,75.444263895445,1.78288357756811
2015-01-10 18:00:00,MSC_1,4532,4255,3682,6615.67663156744,93.8926723265066,81.2553393211097,1.79676171416823
2015-01-10 19:00:00,MSC_1,5204,4986,4597,8765.70402952814,95.815555643963,88.3329041766474,1.90683141821365
2015-01-10 20:00:00,MSC_1,4980,4818,4469,4888.36583564105,96.7411499563483,89.7398122169528,1.09383885335445
2015-01-10 21:00:00,MSC_1,4400,4080,3591,6977.36319589555,92.722718807663,81.6148360242966,1.94301397824994
2015-01-10 22:00:00,MSC_1,3403,3222,2648,5122.722565061,94.6920228497112,77.8071747249532,1.93456290221337
2015-01-10 23:00:00,MSC_1,2500,2463,1944,2597.04418861176,98.536220406304,77.7664015252624,1.3359280805616
2015-01-10 00:00:00,MSC_2,1504,1399,1292,2580.0834977391,93.0414776866649,85.9305290236842,1.99696865150085
2015-01-10 01:00:00,MSC_2,1400,1302,1183,1257.51618723747,93.0028213597063,84.504095790094,1.06298916926244
2015-01-10 02:00:00,MSC_2,1204,1108,1039,1739.02010751122,91.9859457254804,86.3254718162584,1.67374408807624
2015-01-10 03:00:00,MSC_2,930,880,745,987.657188243383,94.6752183230362,80.1331507798496,1.32571434663541
2015-01-10 04:00:00,MSC_2,850,786,637,694.33580646079,92.4685805782932,74.9517184235346,1.09000911532306
2015-01-10 05:00:00,MSC_2,1100,1002,831,1199.17302349719,91.052753776554,75.5503942622086,1.44304816305318
2015-01-10 06:00:00,MSC_2,1300,1233,1062,1528.46634633886,94.8184690142894,81.67069143321,1.43923384777671
2015-01-10 07:00:00,MSC_2,1503,1492,1261,2230.51477600966,99.2950078008048,83.8761725377089,1.76884597621702
2015-01-10 08:00:00,MSC_2,1893,1837,1334,1879.57148808315,97.0519089517737,70.4954465096267,1.40897412899786
2015-01-10 09:00:00,MSC_2,2405,2333,1970,3821.30901739266,96.9911194095935,81.8958487101068,1.93975077025008
2015-01-10 10:00:00,MSC_2,2897,2642,2205,3726.75939698082,91.2109975576677,76.1210670623071,1.69014031609107
2015-01-10 11:00:00,MSC_2,3384,3169,2517,4707.67760653475,93.6460436708594,74.3724774214184,1.87035264463041
2015-01-10 12:00:00,MSC_2,3259,2979,2798,4936.38109331978,91.3965895002615,85.8625349775216,1.76425342863466
2015-01-10 13:00:00,MSC_2,3140,2842,2537,3799.82293940051,90.5192892440059,80.8045042811204,1.49776229381179
2015-01-10 14:00:00,MSC_2,2853,2844,2233,2932.12670345309,99.6727867942299,78.2576666027835,1.31308853714872
2015-01-10 15:00:00,MSC_2,2737,2716,2395,3696.71673895606,99.2508110968383,87.509165050252,1.54351429601506
2015-01-10 16:00:00,MSC_2,2400,2291,1815,2659.65810068185,95.4730632264156,75.6142624524905,1.46537636401204
2015-01-10 17:00:00,MSC_2,3508,3478,2519,3756.18108720393,99.1340023334985,71.8011466392609,1.49113977260974
2015-01-10 18:00:00,MSC_2,3892,3602,3089,4463.43215708047,92.5606820475041,79.3575586345332,1.44494404567189
2015-01-10 19:00:00,MSC_2,4438,4295,3541,5859.37854119477,96.7868088698299,79.7796085732562,1.65472424207703
2015-01-10 20:00:00,MSC_2,4856,4743,3698,5943.36808869856,97.674818385286,76.1455917532564,1.60718444799853
2015-01-10 21:00:00,MSC_2,4021,3670,2995,4400.45796150554,91.2634251854457,74.484305382903,1.46926810066963
2015-01-10 22:00:00,MSC_2,3398,3328,2672,3298.0486962454,97.928077202196,78.6339474883047,1.23429966176849
2015-01-10 23:00:00,MSC_2,2100,2075,1546,2547.07675921971,98.7900713920761,73.6121815047569,1.64752701113823
